Year,URN,Rationalised_School_Type,Yr_Group,Pupils,Actual/Projection/Historic,Phase
202223,137651,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,137780,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,137825,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,137963,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,137996,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,138362,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,138415,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,138763,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,138795,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,138976,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,139314,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,139360,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,139584,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,139605,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,139651,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,140136,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,140183,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,140339,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,140513,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,140540,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,140664,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,140735,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,140790,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,140801,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,140888,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,141364,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,141881,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,142238,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,142326,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,142412,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,142418,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,142503,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,142582,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,142804,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,142811,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,142924,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,142941,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,143058,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,143064,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,143256,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,143534,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,143655,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,143835,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,143915,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,143968,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,144221,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,144229,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,144340,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,144550,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,144681,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,144840,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,144939,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,144978,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,145305,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,145333,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,145397,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,145426,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,145760,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,146069,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,146531,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,146693,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,146756,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,146842,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,146924,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,146952,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,147394,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,147636,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,147809,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,148709,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,148765,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,148766,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,148856,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,148917,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,148969,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,149090,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,149417,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,149872,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,150348,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,150389,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,150390,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,150528,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,150531,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,150556,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,150612,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,150852,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,151021,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,151058,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,151459,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202223,151469,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,100018,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,100218,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,100406,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,100418,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,100428,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,102723,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,102742,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,103828,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,103941,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,104479,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,104649,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,104763,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,104885,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,105048,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,105287,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,107501,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,108269,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,108340,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,108352,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,108766,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,109472,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,109585,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,110217,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,110260,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,110320,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,110995,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,111299,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,111391,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,112137,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,112287,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,113082,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,113162,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,114047,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,114126,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,114140,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,114147,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,114482,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,114527,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,115949,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,116390,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,117942,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,119206,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,119229,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,120808,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,122254,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,122271,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,123406,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,123447,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,123508,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,123747,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,125231,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,131107,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,131271,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,131433,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,132076,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,135036,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,135067,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,135210,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,135790,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,137290,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,137624,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,137651,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,137888,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,138133,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,138362,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,138423,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,138452,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,138541,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,138773,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,138795,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,138851,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,138916,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,139207,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,139545,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,139804,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,139849,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,140053,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,140386,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,140465,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,140658,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,140788,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,140928,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,141020,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,141198,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,141636,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,141809,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,141826,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,141847,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,142019,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,142238,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,142279,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,142376,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,142582,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,142664,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,142707,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,142811,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,142969,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,143160,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,143256,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,143453,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,143516,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,143573,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,143836,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,143968,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,143997,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,144562,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,144722,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,144849,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,144923,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,144931,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,145426,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,145429,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,145659,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,145667,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,145675,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,145721,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,145735,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,145775,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,145800,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,146535,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,146688,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,146691,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,146715,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,146756,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,146975,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,147395,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,147639,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,147809,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,147842,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,147909,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,148013,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,148315,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,148371,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,148927,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,149007,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,149077,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,149090,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,149096,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,149114,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,149225,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,149246,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,149417,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,149418,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,149633,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,149994,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,150131,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,150348,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,150490,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,150539,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,150550,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,150636,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,150830,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,150852,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,151430,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202021,151532,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202122,100021,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202122,100428,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202122,100441,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202122,100572,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202122,101006,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202122,101278,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202122,101301,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202122,102087,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202122,102579,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202122,103090,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202122,104304,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202122,104787,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
202122,104869,02 - Mainstream - Primary,N 1,6.0,Historic,Early Years
